 Produção Ambulatorial do SUS - São Paulo - por local de atendimento
Qtd.apresentada por Procedimento e Ano/mês atendimento
Período:Jul/2026
"Procedimento";"2026/Abr";"2026/Mai";"2026/Jun";"2026/Jul";"Total"
"0101010010 ATIVIDADE EDUCATIVA / ORIENTACAO EM GRUPO NA ATENCAO PRIMARIA";60;235;1975;115932;118202
"0101010028 ATIVIDADE EDUCATIVA / ORIENTACAO EM GRUPO NA ATENCAO ESPECIALIZADA";26;65;1618;35650;37359
"0101010036 PRATICA CORPORAL / ATIVIDADE FISICA EM GRUPO";2;111;95;27140;27348
"0101010117 ATIVIDADE DE EDUCACAO PERMANENTE EM SAUDE DO TRABALHADOR";-;-;2;159;161
"0101020015 ACAO COLETIVA DE APLICACAO TOPICA DE FLUOR GEL";-;5;30;4845;4880
"0101020023 ACAO COLETIVA DE BOCHECHO FLUORADO";-;-;-;245;245
"0101020031 ACAO COLETIVA DE ESCOVACAO DENTAL SUPERVISIONADA";-;28;178;27585;27791
"0101020040 ACAO COLETIVA DE EXAME BUCAL COM FINALIDADE EPIDEMIOLOGICA";-;16;146;14910;15072
"0101020058 APLICACAO DE CARIOSTATICO (POR DENTE)";-;-;5;2101;2106
"0101020066 APLICACAO DE SELANTE (POR DENTE)";2;-;122;6353;6477
"0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO)";4;68;123;30749;30944
"0101020082 EVIDENCIACAO DE PLACA BACTERIANA";-;-;89;10753;10842
"0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA";4;24;448;58253;58729
"0101020104 ORIENTACAO DE HIGIENE BUCAL";53;29;534;162416;163032
"0101020112 ACAO COLETIVA DE PREVENCAO DE CANCER BUCAL";-;-;6;1120;1126
"0101020120 ORIENTACAO DE HIGIENIZACAO DE PROTESES DENTARIAS";-;-;57;8861;8918
"0101030010 VISITA DOMICILIAR POR PROFISSIONAL DE NIVEL MEDIO";287;11419;52545;3850502;3914753
"0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR";2;6;80;18882;18970
"0101040024 AVALIACAO ANTROPOMETRICA";-;4;9076;931745;940825
"0101040032 COLETA EXTERNA DE LEITE MATERNO (POR DOADORA)";-;323;49;5258;5630
"0101040040 PASTEURIZACAO DO LEITE HUMANO (CADA 5 LITROS)";-;-;85;1083;1168
"0101040059 ADMINISTRACAO DE VITAMINA A";-;-;-;767;767
"0101050011 PRATICAS CORPORAIS EM MEDICINA TRADICIONAL CHINESA";-;1;81;6663;6745
"0101050020 TERAPIA COMUNITARIA";-;1;21;1531;1553
"0101050046 YOGA";-;-;5;1419;1424
"0101050054 OFICINA DE MASSAGEM/ AUTO-MASSAGEM";-;-;1;2393;2394
"0101050062 SESSAO DE ARTETERAPIA";-;-;141;4024;4165
"0101050070 SESSAO DE MEDITACAO";-;-;149;3740;3889
"0101050089 SESSAO DE MUSICOTERAPIA";-;-;396;1818;2214
"0101050097 SESSAO DE ANTROPOSOFIA APLICADA A SAUDE";-;8;-;74;82
"0101050100 SESSAO DE BIODANCA";-;-;-;209;209
"0101050119 SESSAO DE BIOENERGETICA";-;-;-;32;32
"0101050127 SESSAO DE CONSTELACAO FAMILIAR";-;-;-;81;81
"0101050135 SESSAO DE DANCA CIRCULAR";-;-;26;3453;3479
"0101050143 SESSAO DE TERMALISMO";-;-;1;-;1
"0101050151 OFICINA COLETIVA DE SHANTALA";-;-;-;9;9
"0101050194 ATIVIDADES COLETIVAS DE INTEGRACAO COM A COMUNIDADE, CIDADE E TERRITORIO";-;-;-;153;153
"0102010056 ATIVIDADES EDUCATIVAS PARA O SETOR REGULADO";-;1;44;27735;27780
"0102010064 ANALISE DE PROJETOS BASICOS DE ARQUITETURA";-;-;102;1377;1479
"0102010072 CADASTRO DE ESTABELECIMENTOS SUJEITOS A VIGILANCIA SANITARIA";-;-;1337;2969;4306
"0102010145 INSPECAO SANITARIA DE HOSPITAIS";-;-;3;309;312
"0102010153 INVESTIGACAO DE EVENTOS ADVERSOS E/OU QUEIXAS TECNICAS";19925;18562;15099;8207;61793
"0102010161 EXCLUSAO DE CADASTRO DE ESTABELECIMENTOS SUJEITOS A VIGILANCIA SANITARIA COM ATIVIDADES ENCERRADA";-;-;15;724;739
"0102010170 INSPECAO DOS ESTABELECIMENTOS SUJEITOS A VIGILANCIA SANITARIA";96;144;686;17473;18399
"0102010188 LICENCIAMENTO DOS ESTABELECIMENTOS SUJEITOS A VIGILANCIA SANITARIA";-;1;2034;7051;9086
"0102010196 APROVACAO DE PROJETOS BASICOS DE ARQUITETURA";-;-;38;381;419
"0102010200 INVESTIGACAO DE SURTOS DE DOENCAS TRANSMITIDAS POR ALIMENTOS";-;-;-;302;302
"0102010218 INVESTIGACAO DE SURTOS DE INFECCAO EM SERVICOS DE SAUDE";-;-;-;10087;10087
"0102010226 ATIVIDADE EDUCATIVA PARA A POPULACAO";-;10;3;15559;15572
"0102010234 RECEBIMENTO DE DENUNCIAS/RECLAMACOES";18;45;357;6807;7227
"0102010242 ATENDIMENTO A DENUNCIAS/RECLAMACOES";18;45;1739;10245;12047
"0102010250 CADASTRO DE HOSPITAIS";-;-;-;10;10
"0102010269 LICENCIAMENTO SANITARIO DE HOSPITAIS";-;-;4;55;59
"0102010277 CADASTRO DE INSTITUICOES DE LONGA PERMANENCIA PARA IDOSOS";-;-;5;33;38
"0102010285 INSPECAO SANITARIA DE INSTITUICOES DE LONGA PERMANENCIA PARA IDOSOS";10;10;42;350;412
"0102010293 LICENCIAMENTO SANITARIO DE INSTITUICOES DE LONGA PERMANENCIA PARA IDOSOS";-;-;8;60;68
"0102010307 CADASTRO DE INDUSTRIAS DE MEDICAMENTOS";-;-;-;7;7
"0102010315 INSPECAO SANITARIA DE INDUSTRIA DE MEDICAMENTOS";-;-;-;44;44
"0102010323 LICENCIAMENTO SANITARIO DE INDUSTRIAS DE MEDICAMENTOS";-;-;1;7;8
"0102010331 CADASTRO DE SERVICOS DE DIAGNOSTICO E TRATAMENTO DO CANCER DE COLO DE UTERO E MAMA";-;-;23;17;40
"0102010340 INSPECAO SANITARIA DE SERVICOS DE DIAGNOSTICO E TRATAMENTO DO CANCER DE COLO DE UTERO E MAMA.";-;-;24;125;149
"0102010358 LICENCIAMENTO SANITARIO DE SERVICOS DE DIAGNOSTICO E TRATAMENTO DO CANCER DE COLO DE UTERO E MAM";-;-;56;161;217
"0102010366 CADASTRO DE SERVICOS HOSPITALARES DE ATENCAO AO PARTO E A CRIANCA";-;-;-;1;1
"0102010374 INSPECAO SANITARIA DE SERVICOS HOSPITALARES DE ATENCAO AO PARTO E A CRIANCA";-;-;1;29;30
"0102010382 LICENCIAMENTO SANITARIO DE SERVICOS HOSPITALARES DE ATENCAO AO PARTO E A CRIANCA";-;-;1;1;2
"0102010390 CADASTRO DE SERVICOS DE HEMOTERAPIA";-;-;1;1;2
"0102010404 INSPECAO SANITARIA DE SERVICOS DE HEMOTERAPIA";-;-;6;21;27
"0102010412 LICENCIAMENTO SANITARIO DE SERVICOS DE HEMOTERAPIA";-;-;2;7;9
"0102010420 CADASTRO DE SERVICOS DE TERAPIA RENAL SUBSTITUTIVA";-;-;-;1;1
"0102010439 INSPECAO SANITARIA DE SERVICOS DE TERAPIA RENAL SUBSTITUTIVA";-;-;-;15;15
"0102010447 LICENCIAMENTO SANITARIO DE SERVICOS DE TERAPIA RENAL SUBSTITUTIVA";-;-;1;8;9
"0102010455 CADASTRO DE SERVICOS DE ALIMENTACAO";-;-;547;651;1198
"0102010463 INSPECAO SANITARIA DE SERVICOS DE ALIMENTACAO";30;57;167;5426;5680
"0102010471 LICENCIAMENTO SANITARIO DE SERVICOS DE ALIMENTACAO";-;-;28;1375;1403
"0102010480 FISCALIZACAO DO USO DE PRODUTOS FUMIGENOS DERIVADOS DO TABACO EM AMBIENTES COLETIVOS FECHADOS, PU";94;110;246;8781;9231
"0102010498 LAUDO DE ANALISE LABORATORIAL DO PROGRAMA DE MONITORAMENTO DE ALIMENTOS RECEBIDOS PELA VIGILANCIA S";-;-;29;1080;1109
"0102010501 ATIVIDADES EDUCATIVAS SOBRE A TEMATICA DA DENGUE,REALIZADAS PARA A POPULACAO";-;-;15556;178272;193828
"0102010510 ATIVIDADES EDUCATIVAS,COM RELACAO AO CONSUMO DE SODIO, ACUCAR E GORDURAS, REALIZADAS PARA O SETO";-;-;20;75;95
"0102010528 INSTAURACAO DE PROCESSO ADMINISTRATIVO SANITARIO";9;12;105;2860;2986
"0102010536 CONCLUSAO DE PROCESSO ADMINISTRATIVO SANITARIO";5;6;195;1928;2134
"0102010552 CADASTRO DE INDUSTRIAS DE PRODUTOS PARA SAUDE";-;-;-;1;1
"0102010560 INSPECAO SANITARIA DE INDUSTRIAS DE INSUMOS FARMACEUTICOS";-;-;-;6;6
"0102010579 INSPECAO SANITARIA DE INDUSTRIAS DE PRODUTOS PARA SAUDE";-;-;4;11;15
"0102010617 ENVIO DE RELATORIOS DE INSPECAO DE ESTABELECIMENTOS FABRICANTES DE MEDICAMENTOS A ANVISA";-;-;-;1;1
"0102010625 ENVIO DE RELATORIOS DE INSPECAO DE ESTABELECIMENTOS FABRICANTES DE INSUMOS FARMACEUTICOS A ANVIS";-;-;-;1;1
"0102010633 ENVIO DE RELATORIOS DE INSPECAO DE ESTABELECIMENTOS FABRICANTES DE PRODUTOS PARA SAUDE A ANVISA";-;-;-;3;3
"0102020019 VIGILANCIA DA SITUACAO DE SAUDE DOS TRABALHADORES";-;-;12;6313;6325
"0102020027 ATIVIDADE DE EDUCACAO EM SAUDE DO TRABALHADOR";-;-;11;598;609
"0102020035 INSPECAO SANITARIA EM SAUDE DO TRABALHADOR";-;-;20;315;335
"0102020043 INSPECAO SANITARIA EM SAUDE DO TRABALHADOR PARA AVALIACAO DE CUMPRIMENTO DE RECOMENDACOES";-;-;10;213;223
"0102020051 BUSCA ATIVA DE CASOS SUSPEITOS DE DOENCAS OU AGRAVOS RELACIONADOS AO TRABALHO";-;-;101;962;1063
"0102020060 APOIO INSTITUCIONAL DE VIGILANCIA EM SAUDE DO TRABALHADOR (VISAT) PARA A REDE DE ATENCAO A SAUD";-;-;-;9;9
"0102020078 ATIVIDADES COM GRUPOS NA TEMATICA DE SAUDE DO TRABALHADOR";-;2;3;42;47
"0102020086 INSPECAO SANITARIA EM SAUDE DO TRABALHADOR PARA MAPEAMENTO DE RISCOS OCUPACIONAIS";-;-;5;152;157
"0102020094 INSPECAO SANITARIA EM SAUDE DO TRABALHADOR PARA INVESTIGACAO DE ACIDENTE DE TRABALHO";-;-;5;308;313
"0102020108 INSPECAO SANITARIA EM SAUDE DO TRABALHADOR PARA SUBSIDIAR ESTABELECIMENTO DA RELACAO ENTRE DOEN";-;-;-;28;28
"0102020116 INSPECAO SANITARIA EM SAUDE DO TRABALHADOR PARA INVESTIGACAO DE SURTOS/EVENTOS INUSITADOS RELAC";-;-;1;-;1
"0102020124 ACOES DE ARTICULACAO COM CONTROLE SOCIAL E REPRESENTANTES DE TRABALHADORES";-;-;3;37;40
"0102020132 ACOES INTER E INTRASSETORIAIS DE SAUDE DO TRABALHADOR";-;-;-;91;91
"0102020140 VIGILANCIA EM SAUDE DO TRABALHADOR NAS EMERGENCIAS EM SAUDE PUBLICA";-;-;-;6;6
"0201010011 AMNIOCENTESE";1;-;2;15;18
"0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE";-;23;142;1804;1969
"0201010046 BIOPSIA DE ANUS E CANAL ANAL";-;21;17;251;289
"0201010062 BIOPSIA DE BEXIGA";1;-;35;78;114
"0201010070 BIOPSIA DE BOLSA ESCROTAL";-;-;1;5;6
"0201010089 BIOPSIA DE CONDUTO AUDITIVO EXTERNO";-;2;-;2;4
"0201010097 BIOPSIA DE CONJUNTIVA";-;2;4;22;28
"0201010100 BIOPSIA DE CORDAO ESPERMATICO (UNILATERAL)";-;-;-;1;1
"0201010119 BIOPSIA DE CORNEA";-;17;9;7;33
"0201010151 BIOPSIA DE ENDOMETRIO";5;26;19;120;170
"0201010160 BIOPSIA DE ENDOMETRIO POR ASPIRACAO MANUAL INTRA-UTERINA";-;-;1;8;9
"0201010194 BIOPSIA DE FARINGE/LARINGE";1;2;2;20;25
"0201010216 BIOPSIA DE FIGADO POR PUNCAO";4;13;6;67;90
"0201010224 BIOPSIA DE GANGLIO LINFATICO";-;-;10;29;39
"0201010232 BIOPSIA DE GLANDULA SALIVAR";1;2;4;19;26
"0201010240 BIOPSIA DE IRIS, CORPO CILIAR, RETINA, COROIDE, VITREO E TUMOR INTRA OCULAR";-;-;-;2;2
"0201010267 BIOPSIA DE LESAO DE PARTES MOLES (POR AGULHA / CEU ABERTO)";7;16;10;419;452
"0201010275 BIOPSIA DE MEDULA OSSEA";46;62;48;346;502
"0201010283 BIOPSIA DE MUSCULO (A CEU ABERTO)";1;6;5;5;17
"0201010291 BIOPSIA DE NERVO";-;-;1;49;50
"0201010313 BIOPSIA DE OSSO / CARTILAGEM DA CINTURA PELVICA (POR AGULHA / CEU ABERTO)";-;-;-;4;4
"0201010321 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO INFERIOR (POR AGULHA / CEU ABERTO)";-;1;-;5;6
"0201010330 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO SUPERIOR (POR AGULHA / CEU ABERTO)";-;1;-;-;1
"0201010348 BIOPSIA DE OSSO DO CRANIO E DA FACE";-;-;-;15;15
"0201010356 BIOPSIA DE PALPEBRA";-;4;8;78;90
"0201010364 BIOPSIA DE PAVILHAO AURICULAR";-;2;11;-;13
"0201010372 BIOPSIA DE PELE E PARTES MOLES";21;321;502;6284;7128
"0201010380 BIOPSIA DE PENIS";-;2;7;30;39
"0201010399 BIOPSIA DE PIRAMIDE NASAL";-;3;20;13;36
"0201010402 BIOPSIA DE PLEURA (POR ASPIRACAO/AGULHA / PLEUROSCOPIA)";2;4;1;16;23
"0201010410 BIOPSIA DE PROSTATA";14;34;87;1416;1551
"0201010437 BIOPSIA DE RIM POR PUNCAO";1;3;7;13;24
"0201010445 BIOPSIA DE SEIO PARANASAL";-;2;4;4;10
"0201010461 BIOPSIA DE TESTICULO";-;1;6;3;10
"0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF";18;62;66;1925;2071
"0201010496 BIOPSIA DE URETRA";-;-;-;2;2
"0201010500 BIOPSIA/PUNCAO DE VAGINA";4;9;9;49;71
"0201010518 BIOPSIA/PUNCAO DE VULVA";-;6;5;195;206
"0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA";10;19;34;528;591
"0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE";1;3;141;2874;3019
"0201010569 BIOPSIA/EXERESE DE NODULO DE MAMA";-;8;62;470;540
"0201010585 PUNCAO ASPIRATIVA DE MAMA POR AGULHA FINA";1;3;33;444;481
"0201010593 PUNCAO DE CISTERNA SUB-OCCIPITAL";-;-;-;2;2
"0201010607 PUNCAO DE MAMA POR AGULHA GROSSA";24;42;212;1639;1917
"0201010615 PUNCAO DE VAGINA";-;-;5;7;12
"0201010631 PUNCAO LOMBAR";3;42;94;492;631
"0201010640 PUNCAO P/ ESVAZIAMENTO";7;5;59;1397;1468
"0201010666 BIOPSIA DO COLO UTERINO";18;54;43;699;814
"0201020017 COLETA DE LAVADO BRONCO-ALVEOLAR";-;-;17;50;67
"0201020025 COLETA DE LINFA PARA PESQUISA DE M. LEPRAE";-;-;1;238;239
"0201020033 COLETA DE MATERIAL DO COLO DE UTERO PARA EXAME CITOPATOLOGICO";-;3;259;82113;82375
"0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL";2064;3928;21437;1209645;1237074
"0201020050 COLETA DE SANGUE PARA TRIAGEM NEONATAL";-;-;29;3844;3873
"0201020068 TIPIFICACAO DO ALELO HLA-B";-;-;23;47;70
"0202010015 CLEARANCE OSMOLAR";-;1;-;71;72
"0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO";374;341;1708;25030;27453
"0202010031 DETERMINACAO DE CROMATOGRAFIA DE AMINOACIDOS";-;-;-;367;367
"0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS)";4;13;353;736783;737153
"0202010058 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA ( 5 DOSAGENS)";-;-;-;40;40
"0202010066 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA (4 DOSAGENS)";-;-;-;153;153
"0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS)";238;95;138;4979;5450
"0202010082 DETERMINACAO DE OSMOLARIDADE";-;1;1;269;271
"0202010090 DOSAGEM DE 5-NUCLEOTIDASE";-;-;-;1;1
"0202010104 DOSAGEM DE ACETONA";-;-;1;23;24
"0202010112 DOSAGEM DE ACIDO ASCORBICO";-;31;39;5380;5450
"0202010120 DOSAGEM DE ACIDO URICO";4273;1997;11162;270493;287925
"0202010139 DOSAGEM DE ACIDO VANILMANDELICO";-;-;6;37;43
"0202010147 DOSAGEM DE ALDOLASE";1;18;27;625;671
"0202010155 DOSAGEM DE ALFA-1-ANTITRIPSINA";-;5;55;340;400
"0202010163 DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA";9;17;235;751;1012
"0202010171 DOSAGEM DE ALFA-2-MACROGLOBULINA";-;1;-;6;7
"0202010180 DOSAGEM DE AMILASE";1229;705;11283;113503;126720
"0202010198 DOSAGEM DE AMONIA";-;7;78;333;418
"0202010201 DOSAGEM DE BILIRRUBINA TOTAL E FRACOES";2435;2631;25531;232655;263252
"0202010210 DOSAGEM DE CALCIO";2101;2448;9957;177288;191794
"0202010228 DOSAGEM DE CALCIO IONIZAVEL";16;787;5994;65714;72511
"0202010236 DOSAGEM DE CAROTENO";-;-;1;233;234
"0202010252 DOSAGEM DE CERULOPLASMINA";-;6;31;338;375
"0202010260 DOSAGEM DE CLORETO";80;163;4662;19338;24243
"0202010279 DOSAGEM DE COLESTEROL HDL";11700;5514;21807;541498;580519
"0202010287 DOSAGEM DE COLESTEROL LDL";11742;5512;17488;456766;491508
"0202010295 DOSAGEM DE COLESTEROL TOTAL";11852;7342;24975;560505;604674
"0202010309 DOSAGEM DE COLINESTERASE";-;-;7;1105;1112
"0202010317 DOSAGEM DE CREATININA";14849;9945;65668;1066420;1156882
"0202010325 DOSAGEM DE CREATINOFOSFOQUINASE (CPK)";4557;1415;13398;232394;251764
"0202010333 DOSAGEM DE CREATINOFOSFOQUINASE FRACAO MB";512;149;2650;46575;49886
"0202010341 DOSAGEM DE DESIDROGENASE ALFA-HIDROXIBUTIRICA";-;-;-;23;23
"0202010350 DOSAGEM DE DESIDROGENASE GLUTAMICA";-;-;9;35;44
"0202010368 DOSAGEM DE DESIDROGENASE LATICA";542;1005;5481;42550;49578
"0202010376 DOSAGEM DE DESIDROGENASE LATICA (ISOENZIMAS FRACIONADAS)";-;1;29;346;376
"0202010384 DOSAGEM DE FERRITINA";3243;2064;11362;255606;272275
"0202010392 DOSAGEM DE FERRO SERICO";2852;2156;10285;212438;227731
"0202010406 DOSAGEM DE FOLATO";835;560;4543;56699;62637
"0202010414 DOSAGEM DE FOSFATASE ACIDA TOTAL";-;2;7;3389;3398
"0202010422 DOSAGEM DE FOSFATASE ALCALINA";1691;2345;15829;161361;181226
"0202010430 DOSAGEM DE FOSFORO";647;1073;5623;70380;77723
"0202010449 DOSAGEM DE FRACAO PROSTATICA DA FOSFATASE ACIDA";-;1;2;76;79
"0202010457 DOSAGEM DE GALACTOSE";-;31;68;272;371
"0202010465 DOSAGEM DE GAMA-GLUTAMIL-TRANSFERASE (GAMA GT)";2456;2045;18977;205243;228721
"0202010473 DOSAGEM DE GLICOSE";13896;7544;37278;731121;789839
"0202010481 DOSAGEM DE GLICOSE-6-FOSFATO DESIDROGENASE";-;8;16;8369;8393
"0202010490 DOSAGEM DE HAPTOGLOBINA";3;23;212;1658;1896
"0202010503 DOSAGEM DE HEMOGLOBINA GLICOSILADA";9842;4754;23383;515640;553619
"0202010511 DOSAGEM DE HIDROXIPROLINA";-;-;-;65;65
"0202010538 DOSAGEM DE LACTATO";19;100;6508;30001;36628
"0202010546 DOSAGEM DE LEUCINO-AMINOPEPTIDASE";-;-;-;1;1
"0202010554 DOSAGEM DE LIPASE";400;185;3077;39639;43301
"0202010562 DOSAGEM DE MAGNESIO";714;1047;11165;123233;136159
"0202010570 DOSAGEM DE MUCO-PROTEINAS";-;-;2;365;367
"0202010597 DOSAGEM DE PORFIRINAS";-;2;6;5;13
"0202010600 DOSAGEM DE POTASSIO";8975;6707;50108;731343;797133
"0202010619 DOSAGEM DE PROTEINAS TOTAIS";1386;133;620;10967;13106
"0202010627 DOSAGEM DE PROTEINAS TOTAIS E FRACOES";834;1329;5255;59361;66779
"0202010635 DOSAGEM DE SODIO";8073;6537;48852;667107;730569
"0202010643 DOSAGEM DE TRANSAMINASE GLUTAMICO-OXALACETICA (TGO)";11560;6471;42035;662398;722464
"0202010651 DOSAGEM DE TRANSAMINASE GLUTAMICO-PIRUVICA (TGP)";11684;6651;42438;698976;759749
"0202010660 DOSAGEM DE TRANSFERRINA";536;1118;4041;50342;56037
"0202010678 DOSAGEM DE TRIGLICERIDEOS";11291;4220;22502;563160;601173
"0202010686 DOSAGEM DE TRIPTOFANO";-;-;3;110;113
"0202010694 DOSAGEM DE UREIA";11813;8607;60752;914902;996074
"0202010708 DOSAGEM DE VITAMINA B12";7433;3175;13287;327272;351167
"0202010716 ELETROFORESE DE LIPOPROTEINAS";1;3;333;1084;1421
"0202010724 ELETROFORESE DE PROTEINAS";133;320;1537;9808;11798
"0202010732 GASOMETRIA (PH PCO2 PO2 BICARBONATO AS2 (EXCESSO OU DEFICIT BASE )";149;442;10777;85516;96884
"0202010740 PROVA DA D-XILOSE";-;-;-;4;4
"0202010759 TESTE DE TOLERANCIA A INSULINA / HIPOGLICEMIANTES ORAIS";-;26;31;772;829
"0202010767 DOSAGEM DE 25 HIDROXIVITAMINA D";6446;3760;18030;317826;346062
"0202010775 DETERMINACAO DE CREMATOCRITO NO LEITE HUMANO ORDENHADO";-;1357;428;9048;10833
"0202010783 ACIDEZ TITULAVEL NO LEITE HUMANO (DORNIC)";-;1334;431;8877;10642
"0202010791 DOSAGEM DE PEPTIDEOS NATRIURETICOS TIPO B (BNP E NT-PROBNP)";15;131;2003;7518;9667
"0202020010 CITOQUIMICA HEMATOLOGICA";-;-;34;48;82
"0202020029 CONTAGEM DE PLAQUETAS";8;52;9694;81476;91230
"0202020037 CONTAGEM DE RETICULOCITOS";207;408;1613;13458;15686
"0202020045 DETERMINACAO DE CURVA DE RESISTENCIA GLOBULAR";-;-;-;772;772
"0202020053 DETERMINACAO DE ENZIMAS ERITROCITARIAS (CADA)";-;-;-;538;538
"0202020061 DETERMINACAO DE SULFO-HEMOGLOBINA";-;-;-;777;777
"0202020070 DETERMINACAO DE TEMPO DE COAGULACAO";2;11;252;17667;17932
"0202020088 DETERMINACAO DE TEMPO DE LISE DA EUGLOBULINA";-;-;-;378;378
"0202020096 DETERMINACAO DE TEMPO DE SANGRAMENTO -DUKE";1;1;184;10763;10949
"0202020100 DETERMINACAO DE TEMPO DE SANGRAMENTO DE IVY";-;-;-;1332;1332
"0202020118 DETERMINACAO DE TEMPO DE SOBREVIDA DE HEMACIAS";-;-;-;373;373
"0202020126 DETERMINACAO DE TEMPO DE TROMBINA";275;167;447;18027;18916
"0202020134 DETERMINACAO DE TEMPO DE TROMBOPLASTINA PARCIAL ATIVADA (TTP ATIVADA)";879;1660;16669;175886;195094
"0202020142 DETERMINACAO DE TEMPO E ATIVIDADE DA PROTROMBINA (TAP)";800;2201;19615;189401;212017
"0202020150 DETERMINACAO DE VELOCIDADE DE HEMOSSEDIMENTACAO (VHS)";945;818;4648;58683;65094
"0202020169 DOSAGEM DE ANTICOAGULANTE CIRCULANTE";-;3;120;870;993
"0202020177 DOSAGEM DE ANTITROMBINA III";-;3;42;379;424
"0202020185 DOSAGEM DE FATOR II";-;-;1;50;51
"0202020193 DOSAGEM DE FATOR IX";-;2;23;75;100
"0202020207 DOSAGEM DE FATOR V";-;4;33;244;281
"0202020215 DOSAGEM DE FATOR VII";-;2;7;50;59
"0202020223 DOSAGEM DE FATOR VIII";-;13;76;333;422
"0202020231 DOSAGEM DE FATOR VIII (INIBIDOR)";-;6;61;129;196
"0202020240 DOSAGEM DE FATOR VON WILLEBRAND (ANTIGENO)";-;5;36;338;379
"0202020258 DOSAGEM DE FATOR X";-;1;2;72;75
"0202020266 DOSAGEM DE FATOR XI";-;-;5;35;40
"0202020274 DOSAGEM DE FATOR XII";-;-;6;59;65
"0202020282 DOSAGEM DE FATOR XIII";-;-;6;23;29
"0202020290 DOSAGEM DE FIBRINOGENIO";1;31;459;6941;7432
"0202020304 DOSAGEM DE HEMOGLOBINA";5;24;2103;39847;41979
"0202020312 DOSAGEM DE HEMOGLOBINA - INSTABILIDADE A 37OC";-;-;6;2605;2611
"0202020320 DOSAGEM DE HEMOGLOBINA FETAL";1;1;1;1291;1294
"0202020339 DOSAGEM DE HEMOSSIDERINA";-;-;-;53;53
"0202020355 ELETROFORESE DE HEMOGLOBINA";170;114;448;11416;12148
"0202020363 ERITROGRAMA (ERITROCITOS, HEMOGLOBINA, HEMATOCRITO)";1;4;38;17046;17089
"0202020371 HEMATOCRITO";5;9;545;56823;57382
"0202020380 HEMOGRAMA COMPLETO";19808;11461;82379;1471678;1585326
"0202020398 LEUCOGRAMA";15852;20;57;18246;34175
"0202020401 PESQUISA DE ATIVIDADE DO COFATOR DE RISTOCETINA";-;5;29;597;631
"0202020410 PESQUISA DE CELULAS LE";7;1;20;108;136
"0202020428 PESQUISA DE CORPUSCULOS DE HEINZ";-;-;-;1;1
"0202020436 PESQUISA DE FILARIA";-;-;-;6;6
"0202020444 PESQUISA DE HEMOGLOBINA S";29;42;9;6897;6977
"0202020452 PESQUISA DE PLASMODIOS POR GOTA ESPESSA E ESFREGACO";-;-;-;4;4
"0202020460 PESQUISA DE TRIPANOSSOMA";3;-;13;32;48
"0202020487 PROVA DE CONSUMO DE PROTROMBINA";-;-;-;275;275
"0202020495 PROVA DE RETRACAO DO COAGULO";-;1;82;4768;4851
"0202020509 PROVA DO LACO";1;8;106;5590;5705
"0202020517 RASTREIO P/ DEFICIENCIA DE ENZIMAS ERITROCITARIAS";-;-;-;47;47
"0202020525 TESTE DE AGREGACAO DE PLAQUETAS";-;-;19;314;333
"0202020533 TESTE DE HAM (HEMOLISE ACIDA)";-;-;-;1;1
"0202020541 TESTE DIRETO DE ANTIGLOBULINA HUMANA (TAD)";82;117;427;4778;5404
"0202020550 DOSAGEM DE PROTEINA C FUNCIONAL";-;1;1;103;105
"0202020568 DOSAGEM DE PROTEINA S FUNCIONAL";-;1;4;132;137
"0202020576 PESQUISA DE ANTICOAGULANTE LUPICO";-;26;45;403;474
"0202030016 CONTAGEM DE LINFOCITOS B";-;-;6;175;181
"0202030024 CONTAGEM DE LINFOCITOS CD4/CD8";7;220;297;6915;7439
"0202030032 CONTAGEM DE LINFOCITOS T TOTAIS";-;74;101;196;371
"0202030040 DETECCAO DE ACIDOS NUCLEICOS DO HIV-1 (QUALITATIVO)";9;43;54;408;514
"0202030059 DETECCAO DE RNA DO VIRUS DA HEPATITE C (QUALITATIVO)";-;-;1;278;279
"0202030067 DETERMINACAO DE COMPLEMENTO (CH50)";-;1;57;1181;1239
"0202030075 DETERMINACAO DE FATOR REUMATOIDE";458;125;696;19018;20297
